Questions;Answers;;;
Weinkeller Probe 131 Farbe;Hellgelb;;;
Weinkeller Probe 131 Geruch;Blumig;Fruchtig;Honigmelone;Apfel
Weinkeller Probe 131 Geschmack;Leichte Süße;Sauer;SchmelzCremig;
Weinkeller Probe 720 Farbe;Mittleres gelb;;;
Weinkeller Probe 720 Geruch;Birne;Vegetativ;ButtrigLaktisch;Holz
Weinkeller Probe 720 Geschmack;Süß;Dezente Säure;SchmelzCremig;Holz
Weinkeller Probe 364 Farbe;Gelblich-grün;;;
Weinkeller Probe 364 Geruch;Blumig;Fruchtig;Zitrus;
Weinkeller Probe 364 Geschmack;Süß;Dezente Säure;Bitter;
