Virtuell Weinkeller Questions;Answers;;;
Virtuell Weinkeller Probe 131 Farbe;Gelblich-grün;;;
Virtuell Weinkeller Probe 131 Geruch;Vegetativ;Zitrus;Apfel;
Virtuell Weinkeller Probe 131 Geschmack;Dezente Säure;Leichte Süße;;
Virtuell Weinkeller Probe 720 Farbe;Mittleres gelb;;;
Virtuell Weinkeller Probe 720 Geruch;Fruchtig;Blumig;Honigmelone;Rose
Virtuell Weinkeller Probe 720 Geschmack;Dezente Säure;Holz;Leichte Süße;SchmelzCremig
Virtuell Weinkeller Probe 597 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 597 Geruch;Blumig;ButtrigLaktisch;Honigmelone;Rose
Virtuell Weinkeller Probe 597 Geschmack;Süß;Dezente Säure;SchmelzCremig;
