Virtuell Weinkeller Questions;Answers;;;
Virtuell Weinkeller Probe 364 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 364 Geruch;Fruchtig;Zitrus;Apfel;Birne
Virtuell Weinkeller Probe 364 Geschmack;Dominante Säure;Alkoholisch;SchmelzCremig;Holz
Virtuell Weinkeller Probe 720 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 720 Geruch;Birne;ButtrigLaktisch;Holz;
Virtuell Weinkeller Probe 720 Geschmack;Dezente Säure;SchmelzCremig;Holz;
Virtuell Weinkeller Probe 131 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 131 Geruch;Zitrus;Pfirsich;Apfel;
Virtuell Weinkeller Probe 131 Geschmack;Leichte Süße;;;
