Weinkeller Questions;Answers;;;
Weinkeller Probe 720 Farbe;Mittleres gelb;;;
Weinkeller Probe 720 Geruch;Blumig;Fruchtig;Zitrus;Pfirsich
Weinkeller Probe 720 Geschmack;Leichte Süße;Dezente Säure;SchmelzCremig;
Weinkeller Probe 131 Farbe;Hellgelb;;;
Weinkeller Probe 131 Geruch;Blumig;Fruchtig;Zitrus;Birne
Weinkeller Probe 131 Geschmack;Leichte Süße;Sauer;;
Weinkeller Probe 597 Farbe;Hellgelb;;;
Weinkeller Probe 597 Geruch;Blumig;Rose;Fruchtig;Pfirsich
Weinkeller Probe 597 Geschmack;Süß;Dezente Säure;SchmelzCremig;
