Virtuell Weinkeller Questions;Answers;;;
Virtuell Weinkeller Probe 131 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 131 Geruch;Apfel;Vegetativ;Dumpf;
Virtuell Weinkeller Probe 131 Geschmack;Leichte Süße;Dezente Säure;;
Virtuell Weinkeller Probe 720 Farbe;Mittleres gelb;;;
Virtuell Weinkeller Probe 720 Geruch;Vegetativ;ButtrigLaktisch;Holz;Dumpf
Virtuell Weinkeller Probe 720 Geschmack;Leichte Süße;Dezente Säure;Holz;
Virtuell Weinkeller Probe 364 Farbe;Gelblich-grün;;;
Virtuell Weinkeller Probe 364 Geruch;Blumig;Fruchtig;Pfirsich;
Virtuell Weinkeller Probe 364 Geschmack;Leichte Süße;Dezente Säure;;
