Virtuell Weinkeller Questions;Answers;;;
Virtuell Weinkeller Probe 131 Farbe;Gelblich-grün;;;
Virtuell Weinkeller Probe 131 Geruch;Fruchtig;Zitrus;Apfel;
Virtuell Weinkeller Probe 131 Geschmack;Süß;Dezente Säure;SchmelzCremig;Holz
Virtuell Weinkeller Probe 364 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 364 Geruch;Honigmelone;Pfirsich;Birne;ButtrigLaktisch
Virtuell Weinkeller Probe 364 Geschmack;Süß;Dezente Säure;SchmelzCremig;
Virtuell Weinkeller Probe 720 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 720 Geruch;Blumig;Fruchtig;Dumpf;
Virtuell Weinkeller Probe 720 Geschmack;Leichte Süße;Sauer;SchmelzCremig;Holz
