Sensoriklabor Questions;Answers;;;
Sensoriklabor Probe 131 Farbe;Hellgelb;;;
Sensoriklabor Probe 131 Geruch;Fruchtig;Zitrus;Honigmelone;Apfel
Sensoriklabor Probe 131 Geschmack;Süß;Sauer;SchmelzCremig;
Sensoriklabor Probe 720 Farbe;Mittleres gelb;;;
Sensoriklabor Probe 720 Geruch;Vegetativ;Dumpf;Zitrus;Apfel
Sensoriklabor Probe 720 Geschmack;Sauer;Bitter;Leichte Süße;SchmelzCremig
Sensoriklabor Probe 364 Farbe;Mittleres gelb;;;
Sensoriklabor Probe 364 Geruch;Fruchtig;Blumig;Pfirsich;Rose
Sensoriklabor Probe 364 Geschmack;Sauer;Bitter;Leichte Süße;
