Questions;Answers;;;
Weinkeller Probe 720 Farbe;Gelblich-grün;;;
Weinkeller Probe 720 Geruch;Zitrus;Apfel;Birne;Vegetativ
Weinkeller Probe 720 Geschmack;Leichte Süße;Sauer;SchmelzCremig;
Weinkeller Probe 597 Farbe;Mittleres gelb;;;
Weinkeller Probe 597 Geruch;Honigmelone;Pfirsich;Apfel;
Weinkeller Probe 597 Geschmack;Leichte Süße;Sauer;Bitter;
Weinkeller Probe 364 Farbe;Mittleres gelb;;;
Weinkeller Probe 364 Geruch;Blumig;Honigmelone;SchmelzCremig;
Weinkeller Probe 364 Geschmack;Leichte Süße;Sauer;Bitter;SchmelzCremig
