Questions;Answers;;;
Virtuell Weinkeller Probe 720 Farbe;Gelblich-grün;;;
Virtuell Weinkeller Probe 720 Geruch;Blumig;Zitrus;Apfel;Vegetativ
Virtuell Weinkeller Probe 720 Geschmack;Süß;Alkoholisch;SchmelzCremig;
Virtuell Weinkeller Probe 131 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 131 Geruch;Apfel;;;
Virtuell Weinkeller Probe 131 Geschmack;Leichte Süße;Dezente Säure;;
Virtuell Weinkeller Probe 364 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 364 Geruch;Blumig;Honigmelone;Birne;
Virtuell Weinkeller Probe 364 Geschmack;Süß;Bitter;SchmelzCremig;
