Questions;Answers;;;
Virtuell Weinkeller Probe 720 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 720 Geruch;Blumig;Zitrus;Pfirsich;Apfel
Virtuell Weinkeller Probe 720 Geschmack;Süß;Alkoholisch;Dezente Säure;SchmelzCremig
Virtuell Weinkeller Probe 131 Farbe;Hellgelb;;;
Virtuell Weinkeller Probe 131 Geruch;Zitrus;Honigmelone;Pfirsich;Apfel
Virtuell Weinkeller Probe 131 Geschmack;Sauer;;;
Virtuell Weinkeller Probe 364 Farbe;Mittleres gelb;;;
Virtuell Weinkeller Probe 364 Geruch;SchmelzCremig;Apfel;Holz;
Virtuell Weinkeller Probe 364 Geschmack;Süß;Holz;Bitter;SchmelzCremig
