Questions;Answers;;;
Weinkeller Probe 720 Farbe;Gelblich-grün;;;
Weinkeller Probe 720 Geruch;Honigmelone;Holz;Dumpf;
Weinkeller Probe 720 Geschmack;Süß;Dezente Säure;SchmelzCremig;Holz
Weinkeller Probe 131 Farbe;Mittleres gelb;;;
Weinkeller Probe 131 Geruch;Vegetativ;Holz;Dumpf;
Weinkeller Probe 131 Geschmack;Leichte Süße;Dezente Säure;Holz;
Weinkeller Probe 597 Farbe;Mittleres gelb;;;
Weinkeller Probe 597 Geruch;Fruchtig;Vegetativ;Dumpf;
Weinkeller Probe 597 Geschmack;Süß;Dezente Säure;SchmelzCremig;
