Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Maracuja;Mango;Feuerstein;verdorbene Eier / Kohl
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol wenig;Abgang kurz; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;Vanille;Leder
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit mittel;
Rotwein Geschmack;Alkohol mittel;Abgang wenig; ; 
Rotwein Gesamteindruck.;akzeptabel;;;
Zeit in Sekunden;933;;;
