Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;Grapefruit;
Weißwein Geschmack;Süße viel;Säure mittel;Bitterkeit wenig
Weißwein Geschmack;Alkohol wenig;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;getrocknete Pflaume;buttrig / Molke;
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang mittel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;625;;
