Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;16-24;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Mango;Grapefruit;
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit viel;
Weißwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;Kiefernadel;Leder
Rotwein Geschmack;Süße mittel;Säure viel;Bitterkeit viel;
Rotwein Geschmack;Alkohol viel;Abgang mittel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;404;;;
