Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;grüngelb;;
Weißwein Geruch.;Schwarze Johannisbeere;;
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;Abgang lang; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;Brombeere;;
Rotwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig
Rotwein Geschmack;Alkohol wenig;Abgang wenig; 
Rotwein Gesamteindruck.;sehr gut;;
Zeit in Sekunden;941;;
