Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Maracuja;Mango;Grapefruit
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig;
Weißwein Geschmack;Alkohol wenig;Abgang kurz; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;hellrot;;;
Rotwein Geruch.;reife Süßkirsche;getrocknete Pflaume;Kaffee;buttrig / Molke
Rotwein Geschmack;Süße wenig;Säure mittel;Bitterkeit mittel;
Rotwein Geschmack;Alkohol viel;Abgang viel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;475;;;
