Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;25-39;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;Grapefruit;grüne Paprika
Weißwein Geschmack;Süße wenig;Säure viel;Bitterkeit mittel
Weißwein Geschmack;Alkohol mittel;Abgang lang; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;Leder;
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit mittel
Rotwein Geschmack;Alkohol keine Angabe;Abgang viel; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;700;;
