Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;16-24;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;;
Weißwein Farbe.;goldgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Maracuja;Mango;Grapefruit
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol wenig;Abgang mittel; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;Vanille
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit wenig;
Rotwein Geschmack;Alkohol wenig;Abgang wenig; ; 
Rotwein Gesamteindruck.;hervorragend;;;
Zeit in Sekunden;327;;;
