Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;grüngelb;;;
Weißwein Geruch.;grüne Paprika;Gras;;
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig;
Weißwein Geschmack;Alkohol wenig;Abgang lang; ; 
Weißwein Gesamteindruck.;akzeptabel;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;getrocknete Pflaume;Vanille;Kiefernadel
Rotwein Geschmack;Süße wenig;Säure mittel;Bitterkeit wenig;
Rotwein Geschmack;Alkohol mittel;Abgang viel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;1156;;;
