Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;;
Weißwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig
Weißwein Geschmack;Alkohol viel;Abgang lang; 
Weißwein Gesamteindruck.;sehr gut;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit mittel
Rotwein Geschmack;Alkohol viel;Abgang mittel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;611;;
