Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;goldgelb;;
Weißwein Geruch.;Mango;Grapefruit;Gras
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit mittel
Weißwein Geschmack;Alkohol viel;Abgang lang; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;violett;;
Rotwein Geruch.;reife Süßkirsche;getrocknete Pflaume;
Rotwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig
Rotwein Geschmack;Alkohol viel;Abgang viel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;512;;
