Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Maracuja;Mango;Grapefruit;grüne Paprika
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;Vanille
Rotwein Geschmack;Süße wenig;Säure mittel;Bitterkeit viel;
Rotwein Geschmack;Alkohol mittel;Abgang viel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;709;;;
