Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Maracuja;grüne Paprika;Gras
Weißwein Geschmack;Süße wenig;Säure viel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;violett;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit mittel;
Rotwein Geschmack;Alkohol viel;Abgang mittel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;766;;;
