Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Grapefruit;grüne Paprika;Gras;Feuerstein
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Weißwein Gesamteindruck.;akzeptabel;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;Kaffee;Vanille
Rotwein Geschmack;Süße mittel;Säure wenig;;
Rotwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;420;;;
