Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Schwarze Johannisbeere;Gras;
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit viel
Weißwein Geschmack;Alkohol mittel;Abgang kurz; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;reife Süßkirsche;Vanille;Kiefernadel
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig
Rotwein Geschmack;Alkohol wenig;Abgang mittel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;496;;
