Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Schwarze Johannisbeere;Grapefruit;
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;getrocknete Pflaume;Leder;
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang wenig; 
Rotwein Gesamteindruck.;sehr gut;;
Zeit in Sekunden;533;;
