Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Grapefruit;;
Weißwein Geschmack;Süße wenig;Säure viel;Bitterkeit mittel
Weißwein Geschmack;Alkohol mittel;Abgang kurz; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;violett;;
Rotwein Geruch.;getrocknete Pflaume;;
Rotwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig
Rotwein Geschmack;Alkohol viel;Abgang mittel; 
Rotwein Gesamteindruck.;sehr gut;;
Zeit in Sekunden;630;;
