Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Grapefruit;Gras;Feuerstein
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit mittel
Weißwein Geschmack;Alkohol wenig;Abgang mittel; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;buttrig / Molke
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang wenig; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;732;;
