Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;;
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;Abgang mittel; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;;
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit viel
Rotwein Geschmack;Alkohol mittel;Abgang viel; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;368;;
