Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;goldgelb;;
Weißwein Geruch.;Maracuja;Grapefruit;
Weißwein Geschmack;Süße wenig;Säure wenig;Bitterkeit mittel
Weißwein Geschmack;Alkohol mittel;Abgang mittel; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;getrocknete Pflaume;Leder;
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit mittel
Rotwein Geschmack;Alkohol mittel;Abgang mittel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;767;;
