Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;16-24;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Maracuja;Mango;Grapefruit
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit mittel;
Weißwein Geschmack;Alkohol mittel;Abgang lang; ; 
Weißwein Gesamteindruck.;akzeptabel;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;buttrig / Molke
Rotwein Geschmack;Süße wenig;Säure viel;Bitterkeit mittel;
Rotwein Geschmack;Alkohol wenig;Abgang mittel; ; 
Rotwein Gesamteindruck.;akzeptabel;;;
Zeit in Sekunden;1374;;;
