Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Maracuja;Mango;Grapefruit;Gras
Weißwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig;
Weißwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;hellrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;Vanille
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit viel;
Rotwein Geschmack;Alkohol viel;Abgang viel; ; 
Rotwein Gesamteindruck.;akzeptabel;;;
Zeit in Sekunden;606;;;
