Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;;
Weißwein Farbe.;grüngelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Mango;Grapefruit;Gras
Weißwein Geschmack;Süße wenig;Säure mittel;;
Weißwein Geschmack;Alkohol viel;Abgang mittel; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;hellrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;Kiefernadel;
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig;
Rotwein Geschmack;Alkohol viel;Abgang wenig; ; 
Rotwein Gesamteindruck.;sehr gut;;;
Zeit in Sekunden;983;;;
