Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;16-24;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Gras;Feuerstein;
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit mittel
Weißwein Geschmack;Alkohol mittel;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;Leder;
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit viel
Rotwein Geschmack;Alkohol viel;Abgang mittel; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;534;;
