Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;grüngelb;;
Weißwein Geruch.;Maracuja;Mango;
Weißwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig
Weißwein Geschmack;Alkohol wenig;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;reife Süßkirsche;;
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit mittel
Rotwein Geschmack;Alkohol wenig;Abgang wenig; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;773;;
