Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;40-54;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;;
Weißwein Farbe.;grüngelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;grüne Paprika;Feuerstein;
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol viel;Abgang lang; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;Vanille;buttrig / Molke
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit mittel;
Rotwein Geschmack;Alkohol mittel;Abgang wenig; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;547;;;
