Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;grüngelb;;;
Weißwein Geruch.;Maracuja;Mango;Gras;
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol mittel;Abgang lang; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;Vanille;Leder
Rotwein Geschmack;Süße mittel;Säure viel;Bitterkeit mittel;
Rotwein Geschmack;Alkohol viel;Abgang viel; ; 
Rotwein Gesamteindruck.;sehr gut;;;
Zeit in Sekunden;1000;;;
