Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Schwarze Johannisbeere;Mango;Feuerstein
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit viel
Weißwein Geschmack;Alkohol viel;Abgang lang; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;getrocknete Pflaume;Vanille;buttrig / Molke
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit viel
Rotwein Geschmack;Alkohol mittel;Abgang mittel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;680;;
