Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;grüne Paprika;Gras
Weißwein Geschmack;Süße wenig;Säure mittel;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;Abgang lang; 
Weißwein Gesamteindruck.;sehr gut;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;Vanille
Rotwein Geschmack;Süße wenig;Säure wenig;Bitterkeit mittel
Rotwein Geschmack;Alkohol mittel;Abgang wenig; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;1085;;
