Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Maracuja;Mango;Grapefruit;
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit mittel;
Weißwein Geschmack;Alkohol viel;Abgang lang; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;hellrot;;;
Rotwein Geruch.;reife Süßkirsche;getrocknete Pflaume;Kaffee;Vanille
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit mittel;
Rotwein Geschmack;Alkohol viel;Abgang mittel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;513;;;
