Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;grüngelb;;
Weißwein Geruch.;Maracuja;Mango;
Weißwein Geschmack;Süße viel;Säure mittel;Bitterkeit wenig
Weißwein Geschmack;Alkohol wenig;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang wenig; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;610;;
