Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;Mango;Gras
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;Abgang mittel; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;reife Süßkirsche;getrocknete Pflaume;buttrig / Molke
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit mittel
Rotwein Geschmack;Alkohol viel;Abgang mittel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;564;;
