Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;grüne Paprika;;
Weißwein Geschmack;Süße wenig;Säure viel;Bitterkeit keine Angabe
Weißwein Geschmack;Alkohol viel;Abgang lang; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;buttrig / Molke
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang keine Angabe; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;596;;
