Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;grüngelb;;;
Weißwein Geruch.;Maracuja;Mango;Grapefruit;grüne Paprika
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol viel;Abgang lang; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;hellrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;Vanille
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit wenig;
Rotwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;575;;;
