Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Schwarze Johannisbeere;Feuerstein;
Weißwein Geschmack;Süße wenig;Säure viel;Bitterkeit mittel
Weißwein Geschmack;Alkohol mittel;Abgang lang; 
Weißwein Gesamteindruck.;schlecht;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;getrocknete Pflaume;Vanille;Leder
Rotwein Geschmack;Süße wenig;Säure mittel;Bitterkeit viel
Rotwein Geschmack;Alkohol mittel;Abgang keine Angabe; 
Rotwein Gesamteindruck.;schlecht;;
Zeit in Sekunden;525;;
