Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;grüngelb;;
Weißwein Geruch.;Maracuja;Grapefruit;Gras
Weißwein Geschmack;Süße wenig;Säure viel;Bitterkeit viel
Weißwein Geschmack;Alkohol mittel;Abgang kurz; 
Weißwein Gesamteindruck.;schlecht;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;Vanille
Rotwein Geschmack;Süße wenig;Säure mittel;Bitterkeit viel
Rotwein Geschmack;Alkohol mittel;Abgang viel; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;836;;
