Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;grüngelb;;
Weißwein Geruch.;Grapefruit;grüne Paprika;
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit mittel
Weißwein Geschmack;Alkohol mittel;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;violett;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;Kaffee
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit viel
Rotwein Geschmack;Alkohol viel;Abgang mittel; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;655;;
