Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;25-39;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Mango;Grapefruit;
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig
Weißwein Geschmack;Alkohol wenig;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;reife Süßkirsche;;
Rotwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang viel; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;410;;
