Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Divers;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;grüngelb;;
Weißwein Geruch.;Maracuja;Mango;
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit wenig
Rotwein Geschmack;Alkohol wenig;Abgang wenig; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;474;;
