Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Ein paar mal im Monat;;;
Weißwein Farbe.;grüngelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Maracuja;Grapefruit;Feuerstein
Weißwein Geschmack;Süße viel;Säure mittel;Bitterkeit mittel;
Weißwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Weißwein Gesamteindruck.;akzeptabel;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;Leder
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit wenig;
Rotwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Rotwein Gesamteindruck.;akzeptabel;;;
Zeit in Sekunden;514;;;
