Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;grüngelb;;;
Weißwein Geruch.;Maracuja;Mango;Grapefruit;grüne Paprika
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit mittel;
Weißwein Geschmack;Alkohol mittel;Abgang kurz; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;hellrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;Vanille
Rotwein Geschmack;Süße wenig;Säure mittel;Bitterkeit mittel;
Rotwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Rotwein Gesamteindruck.;akzeptabel;;;
Zeit in Sekunden;498;;;
