Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;goldgelb;;
Weißwein Geruch.;Mango;;
Weißwein Geschmack;Süße wenig;Säure viel;Bitterkeit mittel
Weißwein Geschmack;Alkohol viel;Abgang lang; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;reife Süßkirsche;;
Rotwein Geschmack;Süße wenig;Säure wenig;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang wenig; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;543;;
