Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;40-54;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Maracuja;Grapefruit;grüne Paprika
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig;
Weißwein Geschmack;Alkohol wenig;Abgang kurz; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;Brombeere;Vanille;buttrig / Molke;
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit wenig;
Rotwein Geschmack;Alkohol wenig;Abgang keine Angabe; ; 
Rotwein Gesamteindruck.;akzeptabel;;;
Zeit in Sekunden;657;;;
