Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;25-39;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;Grapefruit;grüne Paprika
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit wenig
Weißwein Geschmack;Alkohol wenig;Abgang kurz; 
Weißwein Gesamteindruck.;akzeptabel;;
Rotwein Farbe.;hellrot;;
Rotwein Geruch.;getrocknete Pflaume;Leder;buttrig / Molke
Rotwein Geschmack;Süße mittel;Säure wenig;Bitterkeit viel
Rotwein Geschmack;Alkohol wenig;Abgang mittel; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;720;;
