Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Maracuja;;;
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig;
Weißwein Geschmack;Alkohol wenig;Abgang kurz; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;getrocknete Pflaume;Vanille;Kiefernadel;buttrig / Molke
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit wenig;
Rotwein Geschmack;Alkohol wenig;Abgang wenig; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;507;;;
