Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;25-39;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;Grapefruit;
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;Abgang lang; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;Kaffee
Rotwein Geschmack;Süße wenig;Säure wenig;Bitterkeit mittel
Rotwein Geschmack;Alkohol wenig;Abgang mittel; 
Rotwein Gesamteindruck.;sehr gut;;
Zeit in Sekunden;588;;
