Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Weniger oft;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Maracuja;Mango;Grapefruit
Weißwein Geschmack;Süße mittel;Säure mittel;Bitterkeit mittel;
Weißwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Weißwein Gesamteindruck.;sehr gut;;;
Rotwein Farbe.;hellrot;;;
Rotwein Geruch.;reife Süßkirsche;Brombeere;getrocknete Pflaume;buttrig / Molke
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit mittel;
Rotwein Geschmack;Alkohol viel;Abgang mittel; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;382;;;
