Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;grüne Paprika;
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit mittel
Weißwein Geschmack;Alkohol wenig;Abgang lang; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;Brombeere;Vanille;
Rotwein Geschmack;Süße mittel;Säure mittel;Bitterkeit mittel
Rotwein Geschmack;Alkohol viel;Abgang viel; 
Rotwein Gesamteindruck.;akzeptabel;;
Zeit in Sekunden;490;;
