Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;25-39;;;
Bitte geben Sie ihr Geschlecht an.;Männlich;;;
Bitte geben Sie ihre VR Erfahrung an.;Wöchentlich;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Maracuja;Grapefruit;grüne Paprika;verdorbene Eier / Kohl
Weißwein Geschmack;Süße mittel;Säure viel;Bitterkeit mittel;
Weißwein Geschmack;Alkohol wenig;Abgang mittel; ; 
Weißwein Gesamteindruck.;akzeptabel;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;Brombeere;getrocknete Pflaume;Kiefernadel;Leder
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit mittel;
Rotwein Geschmack;Alkohol mittel;Abgang mittel; ; 
Rotwein Gesamteindruck.;sehr gut;;;
Zeit in Sekunden;290;;;
