Questions;Answers;;;
Bitte geben Sie ihre Altersklasse an.;55 oder älter;;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;;
Weißwein Farbe.;strohgelb;;;
Weißwein Geruch.;Schwarze Johannisbeere;Grapefruit;grüne Paprika;Gras
Weißwein Geschmack;Süße mittel;Säure wenig;;
Weißwein Geschmack;Alkohol viel;Abgang lang; ; 
Weißwein Gesamteindruck.;gut;;;
Rotwein Farbe.;granatrot;;;
Rotwein Geruch.;Brombeere;Vanille;;
Rotwein Geschmack;Süße viel;Säure wenig;Bitterkeit wenig;
Rotwein Geschmack;Alkohol keine Angabe;Abgang wenig; ; 
Rotwein Gesamteindruck.;gut;;;
Zeit in Sekunden;733;;;
