Questions;Answers;;
Bitte geben Sie ihre Altersklasse an.;40-54;;
Bitte geben Sie ihr Geschlecht an.;Weiblich;;
Bitte geben Sie ihre VR Erfahrung an.;Dies ist mein erstes Mal VR;;
Weißwein Farbe.;strohgelb;;
Weißwein Geruch.;Maracuja;Grapefruit;
Weißwein Geschmack;Süße mittel;Säure wenig;Bitterkeit wenig
Weißwein Geschmack;Alkohol mittel;Abgang mittel; 
Weißwein Gesamteindruck.;gut;;
Rotwein Farbe.;granatrot;;
Rotwein Geruch.;reife Süßkirsche;;
Rotwein Geschmack;Süße viel;Säure mittel;Bitterkeit wenig
Rotwein Geschmack;Alkohol mittel;Abgang keine Angabe; 
Rotwein Gesamteindruck.;gut;;
Zeit in Sekunden;372;;
